name,industry,subindustry,industries/0,industries/1,tags/0,tags/1,highlight_black,highlight_latinx,highlight_women,batch_season,batch_year,first_loc,region,top_acq_pub
Segment,B2B Software and Services,B2B Software and Services -> Analytics,B2B Software and Services,Analytics,SaaS,B2B,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,1
GoCardless,Financial Technology,Financial Technology -> Consumer Finance,Financial Technology,Consumer Finance,Payments,Fintech,FALSE,FALSE,FALSE,S,11,"London, England, United Kingdom",United Kingdom,1
Sift,B2B Software and Services,B2B Software and Services -> Security,B2B Software and Services,Security,Machine Learning,SaaS,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,1
Apollo,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,GraphQL,Developer Tools,FALSE,FALSE,FALSE,S,11,Remote,United States of America,1
Codecademy,Education,Education,Education,,Education,,FALSE,FALSE,FALSE,S,11,"New York, NY, USA",United States of America,1
HackerRank,B2B Software and Services,B2B Software and Services -> Recruiting and Talent,B2B Software and Services,Recruiting and Talent,Developer Tools,Recruiting,FALSE,FALSE,FALSE,S,11,Remote,United States of America,1
OneSignal,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",SaaS,Developer Tools,FALSE,FALSE,FALSE,S,11,"San Mateo, CA, USA",United States of America,1
Vidyard,B2B Software and Services,B2B Software and Services -> Marketing,B2B Software and Services,Marketing,Video,Sales,FALSE,FALSE,FALSE,S,11,"Kitchener, ON, Canada",Canada,1
Science Exchange,Healthcare,Healthcare -> Healthcare Services,Healthcare,Healthcare Services,Enterprise,SaaS,FALSE,FALSE,TRUE,S,11,Remote,United States of America,1
Clerky,B2B Software and Services,B2B Software and Services -> Legal,B2B Software and Services,Legal,Legal,LegalTech,FALSE,FALSE,FALSE,S,11,Remote,United States of America,0
AgileMD,Healthcare,Healthcare -> Healthcare IT,Healthcare,Healthcare IT,Healthcare,Machine Learning,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,0
Quartzy,Healthcare,Healthcare -> Healthcare IT,Healthcare,Healthcare IT,SaaS,E-commerce,FALSE,FALSE,FALSE,S,11,"Hayward, CA, USA",United States of America,0
Streak,B2B Software and Services,B2B Software and Services -> Sales,B2B Software and Services,Sales,SaaS,,FALSE,FALSE,FALSE,S,11,Remote,Remote,0
Zeus,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,Real Estate and Construction,Housing and Real Estate,Proptech,Real Estate,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,0
imgix,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,Video,SaaS,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,0
Videopixie,B2B Software and Services,B2B Software and Services -> Marketing,B2B Software and Services,Marketing,Video,Marketplace,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,0
MixRank,B2B Software and Services,B2B Software and Services,B2B Software and Services,,SaaS,B2B,FALSE,FALSE,FALSE,S,11,Remote,United States of America,0
LeadGenius,B2B Software and Services,B2B Software and Services -> Sales,B2B Software and Services,Sales,B2B,Marketing,FALSE,FALSE,FALSE,S,11,"Berkeley, CA, USA",United States of America,0
Pagelever,B2B Software and Services,B2B Software and Services -> Analytics,B2B Software and Services,Analytics,Analytics,Social,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,1
Firebase,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,,,FALSE,FALSE,FALSE,S,11,"Mountain View, CA, USA",United States of America,1
Realm,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,,,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,1
Citus Data,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,Databases,Big Data,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,1
Cryptoseal,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,Next-gen Network Security,Cloud Workload Protection,FALSE,FALSE,FALSE,S,11,"Mountain View, CA, USA",United States of America,1
Debteye,Financial Technology,Financial Technology -> Consumer Finance,Financial Technology,Consumer Finance,Fintech,,FALSE,FALSE,FALSE,S,11,"Chicago, IL, USA",United States of America,1
Aisle50,Consumer,Consumer -> Home and Personal,Consumer,Home and Personal,Grocery,,FALSE,FALSE,FALSE,S,11,"Chicago, IL, USA",United States of America,1
Genius,Consumer,Consumer -> Content,Consumer,Content,Music,,FALSE,FALSE,FALSE,S,11,"NY, USA",United States of America,1
Stypi,B2B Software and Services,B2B Software and Services -> Productivity,B2B Software and Services,Productivity,Collaboration,,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,1
Clutch,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Developer Tools,,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,1
Freshplum,B2B Software and Services,B2B Software and Services -> Analytics,B2B Software and Services,Analytics,Analytics,,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,1
Automatic,Consumer,Consumer -> Consumer Electronics,Consumer,Consumer Electronics,Automotive,IoT,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,1
Parse,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",,,FALSE,FALSE,FALSE,S,11,"Menlo Park, CA, USA",United States of America,1
Perfect Audience,B2B Software and Services,B2B Software and Services -> Marketing,B2B Software and Services,Marketing,Advertising,SaaS,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,1
TapEngage,B2B Software and Services,B2B Software and Services -> Marketing,B2B Software and Services,Marketing,Advertising,,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,1
GlassMap,Consumer,Consumer -> Social,Consumer,Social,,,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,1
Compose,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,Databases,DevOps,FALSE,FALSE,FALSE,S,11,"San Mateo, CA, USA",United States of America,1
Launchpad Toys,Consumer,Consumer -> Gaming,Consumer,Gaming,Education,Gaming,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,1
Caviar,Consumer,Consumer -> Food and Beverage,Consumer,Food and Beverage,Food Tech,Delivery,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,1
Embark,Consumer,Consumer -> Transportation Services,Consumer,Transportation Services,Transportation,,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,1
Verbling,Education,Education,Education,,Education,,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,1
Fobo,Consumer,Consumer -> Home and Personal,Consumer,Home and Personal,Location-based,E-Commerce,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,1
Zenbox,B2B Software and Services,B2B Software and Services -> Productivity,B2B Software and Services,Productivity,SaaS,Productivity,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,0
Dubjoy,B2B Software and Services,B2B Software and Services -> Marketing,B2B Software and Services,Marketing,Video,,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,0
Quad,Education,Education,Education,,Education,,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,0
PhoneSys,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,CRM,Sales,FALSE,FALSE,FALSE,S,11,"Mountain View, CA, USA",United States of America,0
Proxino,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,Developer Tools,,FALSE,FALSE,FALSE,S,11,"Palo Alto, CA, USA",United States of America,0
PayDragon,Consumer,Consumer -> Food and Beverage,Consumer,Food and Beverage,,,FALSE,FALSE,FALSE,S,11,"Los Angeles, CA, USA",United States of America,0
Zigfu,Consumer,Consumer -> Gaming,Consumer,Gaming,Augmented Reality,,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,0
Picplum,Consumer,Consumer -> Home and Personal,Consumer,Home and Personal,,,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,0
Hungry Labs,Consumer,Consumer -> Social,Consumer,Social,,,FALSE,FALSE,FALSE,S,11,,Unspecified,0
Draft,B2B Software and Services,B2B Software and Services -> Productivity,B2B Software and Services,Productivity,SaaS,Documents,FALSE,FALSE,FALSE,S,11,Remote,United States of America,0
Rentobo,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,Real Estate and Construction,Housing and Real Estate,Real Estate,Marketplace,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,0
Snapjoy,Consumer,Consumer -> Content,Consumer,Content,,,FALSE,FALSE,FALSE,S,11,"Boulder, CO, USA",United States of America,0
Ridejoy,Consumer,Consumer -> Transportation Services,Consumer,Transportation Services,Marketplace,,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,0
Leaky,Financial Technology,Financial Technology -> Consumer Finance,Financial Technology,Consumer Finance,Insurance,,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,0
Vapor,Consumer,Consumer -> Social,Consumer,Social,Advertising,Video,FALSE,FALSE,FALSE,S,11,"NY, USA",United States of America,0
Kicksend,Consumer,Consumer -> Home and Personal,Consumer,Home and Personal,,,FALSE,FALSE,FALSE,S,11,"Mountain View, CA, USA",United States of America,0
Opez,Consumer,Consumer -> Home and Personal,Consumer,Home and Personal,Marketplace,Reviews,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,0
Everyme,Consumer,Consumer -> Social,Consumer,Social,Social Network,,FALSE,FALSE,FALSE,S,11,"Mountain View, CA, USA",United States of America,0
Interstate,B2B Software and Services,B2B Software and Services -> Productivity,B2B Software and Services,Productivity,Productivity,,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,0
MarketBrief,Financial Technology,Financial Technology -> Consumer Finance,Financial Technology,Consumer Finance,Analytics,,FALSE,FALSE,FALSE,S,11,"San Francisco, CA, USA",United States of America,0
Poll Everywhere,B2B Software and Services,B2B Software and Services -> Analytics,B2B Software and Services,Analytics,SaaS,,FALSE,FALSE,FALSE,S,8,Remote,United States of America,0
BackType,B2B Software and Services,B2B Software and Services -> Marketing,B2B Software and Services,Marketing,SaaS,Data Engineering,FALSE,FALSE,FALSE,S,8,"San Francisco, CA, USA",United States of America,1
JustSpotted,Consumer,Consumer -> Content,Consumer,Content,Artifical Intelligence,ML,FALSE,FALSE,FALSE,S,8,"Copenhagen, Denmark",Denmark,1
Cloudant,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,,,FALSE,FALSE,FALSE,S,8,"Boston, MA, USA",United States of America,1
Posterous,Consumer,Consumer -> Social,Consumer,Social,Email,,FALSE,FALSE,FALSE,S,8,"San Francisco, CA, USA",United States of America,1
Slinkset,Consumer,Consumer -> Content,Consumer,Content,Social,Media,FALSE,FALSE,FALSE,S,8,"San Francisco, CA, USA",United States of America,0
Treehouse,Consumer,Consumer -> Social,Consumer,Social,,,FALSE,FALSE,FALSE,S,8,"Portland, OR, USA",United States of America,0
PlayReader,Consumer,Consumer -> Home and Personal,Consumer,Home and Personal,,,FALSE,FALSE,FALSE,S,8,,Unspecified,0
People & Pages,Consumer,Consumer -> Home and Personal,Consumer,Home and Personal,,,FALSE,FALSE,FALSE,S,8,,Unspecified,0
Popcuts,Consumer,Consumer -> Content,Consumer,Content,Music,E-Commerce,FALSE,FALSE,FALSE,S,8,"Lucerne Valley, CA, USA",United States of America,0
Snipd,B2B Software and Services,B2B Software and Services -> Marketing,B2B Software and Services,Marketing,,,FALSE,FALSE,FALSE,S,8,"Palo Alto, CA, USA",United States of America,0
Ticket Stumbler,Consumer,"Consumer -> Travel, Leisure and Tourism",Consumer,"Travel, Leisure and Tourism",,,FALSE,FALSE,FALSE,S,8,"Boston, MA, USA",United States of America,0
Claimspotting,Consumer,Consumer -> Gaming,Consumer,Gaming,Proptech,,FALSE,FALSE,FALSE,S,8,Remote,Remote,0
Team Apart,B2B Software and Services,B2B Software and Services -> Productivity,B2B Software and Services,Productivity,,,FALSE,FALSE,FALSE,S,8,,Unspecified,0
Youlicit,Consumer,Consumer -> Content,Consumer,Content,,,FALSE,FALSE,FALSE,S,8,"New York, NY, USA",United States of America,0
Precognate,Consumer,Consumer -> Gaming,Consumer,Gaming,,,FALSE,FALSE,FALSE,S,8,,Unspecified,0
Picwing,Consumer,Consumer -> Social,Consumer,Social,Social,,FALSE,FALSE,FALSE,S,8,"San Francisco, CA, USA",United States of America,0
CO2Stats,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Climate,,FALSE,FALSE,FALSE,S,8,"Cambridge, MA, USA",United States of America,0
Anyvite,Consumer,Consumer -> Home and Personal,Consumer,Home and Personal,,,FALSE,FALSE,FALSE,S,8,"Columbia, MD, USA",United States of America,0
Frogmetrics,B2B Software and Services,B2B Software and Services -> Retail,B2B Software and Services,Retail,,,FALSE,FALSE,FALSE,S,8,"NY, USA",United States of America,0
Job Alchemist,B2B Software and Services,B2B Software and Services -> Recruiting and Talent,B2B Software and Services,Recruiting and Talent,,,FALSE,FALSE,FALSE,S,8,,Unspecified,0
OhLife,Consumer,Consumer -> Content,Consumer,Content,,,FALSE,FALSE,FALSE,S,8,"San Francisco, CA, USA",United States of America,0
Momentus,Industrials,Industrials -> Aviation and Space,Industrials,Aviation and Space,Space Exploration,Solar Power,FALSE,FALSE,FALSE,S,18,"Santa Clara, CA, USA",United States of America,1
Modern Treasury,B2B Software and Services,B2B Software and Services -> Finance and Accounting,B2B Software and Services,Finance and Accounting,API,Fintech,FALSE,FALSE,FALSE,S,18,"San Francisco, CA, USA",United States of America,1
Papa,Healthcare,Healthcare -> Healthcare IT,Healthcare,Healthcare IT,Consumer Health Services,Digital Health,FALSE,FALSE,FALSE,S,18,"Miami, FL, USA",United States of America,1
Titan,Financial Technology,Financial Technology -> Asset Management,Financial Technology,Asset Management,Fintech,SaaS,TRUE,TRUE,FALSE,S,18,"New York, NY, USA",United States of America,1
Ajaib,Financial Technology,Financial Technology -> Banking and Exchange,Financial Technology,Banking and Exchange,Fintech,Consumer,FALSE,FALSE,TRUE,S,18,Remote,Indonesia,1
Khatabook,Financial Technology,Financial Technology -> Payments,Financial Technology,Payments,Fintech,,FALSE,FALSE,FALSE,S,18,"Bengaluru, KA, India",India,1
Mutiny,B2B Software and Services,B2B Software and Services -> Marketing,B2B Software and Services,Marketing,SaaS,B2B,FALSE,FALSE,TRUE,S,18,Remote,United States of America,1
OpenPhone,B2B Software and Services,B2B Software and Services -> Operations,B2B Software and Services,Operations,SaaS,,FALSE,FALSE,TRUE,S,18,Remote,United States of America,1
Duffel,B2B Software and Services,B2B Software and Services,B2B Software and Services,,API,Transportation,FALSE,FALSE,FALSE,S,18,"London, England, United Kingdom",United Kingdom,1
RevenueCat,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Developer Tools,Subscriptions,FALSE,FALSE,FALSE,S,18,Remote,United States of America,1
OkCredit,Financial Technology,Financial Technology -> Payments,Financial Technology,Payments,Fintech,FinOps,FALSE,FALSE,FALSE,S,18,"Bengaluru, KA, India",India,1
Avo,Consumer,Consumer -> Home and Personal,Consumer,Home and Personal,E-commerce,Grocery,FALSE,FALSE,FALSE,S,18,"Tel Aviv-Yafo, Tel Aviv District, Israel",Israel,1
Curebase,Healthcare,Healthcare -> Healthcare Services,Healthcare,Healthcare Services,Healthcare,,FALSE,FALSE,FALSE,S,18,Remote,United States of America,1
Fintual,Financial Technology,Financial Technology -> Consumer Finance,Financial Technology,Consumer Finance,Fintech,,FALSE,TRUE,FALSE,S,18,"Santiago, Santiago Metropolitan Region, Chile",Chile,1
64x Bio,Healthcare,Healthcare -> Industrial Bio,Healthcare,Industrial Bio,Machine Learning,Gene Therapy,FALSE,FALSE,TRUE,S,18,"San Francisco, CA, USA",United States of America,1
Culdesac,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,Real Estate and Construction,Housing and Real Estate,Real Estate,Proptech,FALSE,FALSE,FALSE,S,18,"Tempe, AZ, USA",United States of America,1
Kobo360,B2B Software and Services,B2B Software and Services -> Supply Chain and Logistics,B2B Software and Services,Supply Chain and Logistics,Logistics,,TRUE,FALSE,FALSE,S,18,"Lagos, LA, Nigeria",Nigeria,1
Shelf Engine,B2B Software and Services,B2B Software and Services -> Retail,B2B Software and Services,Retail,Machine Learning,,FALSE,FALSE,FALSE,S,18,"Seattle, WA, USA",United States of America,1
Meru Health,Healthcare,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness,Mental Health Tech,Healthcare,FALSE,FALSE,FALSE,S,18,"San Mateo, CA, USA",United States of America,1
Pine Park Health,Healthcare,Healthcare -> Medical Devices,Healthcare,Medical Devices,Healthcare,,FALSE,FALSE,FALSE,S,18,"Oakland, CA, USA",United States of America,1
Kunduz,Education,Education,Education,,Education,Marketplace,FALSE,FALSE,FALSE,S,18,"Istanbul, Istanbul, Turkey",Turkey,0
Aesthetic,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",NFT,Crypto / Web3,FALSE,FALSE,FALSE,S,18,Remote,United States of America,0
Kinside,B2B Software and Services,B2B Software and Services -> Human Resources,B2B Software and Services,Human Resources,Marketplace,,FALSE,TRUE,TRUE,S,18,Remote,United States of America,0
Gerostate Alpha,Healthcare,Healthcare -> Therapeutics,Healthcare,Therapeutics,Biotech,Therapeutics,FALSE,FALSE,FALSE,S,18,"Novato, CA, USA",United States of America,0
Circumvent,Healthcare,Healthcare -> Therapeutics,Healthcare,Therapeutics,Biotech,Genomics,FALSE,FALSE,FALSE,S,18,,Unspecified,0
Rejuvenation Technologies Inc.,Healthcare,Healthcare -> Therapeutics,Healthcare,Therapeutics,Anti-Aging,Nanomedicine,FALSE,FALSE,FALSE,S,18,"Mountain View, CA, USA",United States of America,0
Dorian therapeutics,Healthcare,Healthcare -> Therapeutics,Healthcare,Therapeutics,Anti-Aging,Therapeutics,FALSE,FALSE,TRUE,S,18,"San Carlos, CA, USA",United States of America,0
iLabService,B2B Software and Services,B2B Software and Services -> Productivity,B2B Software and Services,Productivity,Productivity,SaaS,FALSE,FALSE,FALSE,S,18,"Shanghai, Shanghai, China",China,0
LemonBox,Consumer,Consumer -> Home and Personal,Consumer,Home and Personal,Health Tech,China,FALSE,FALSE,FALSE,S,18,"Beijing, Beijing, China",China,0
Enveritas,Industrials,Industrials -> Agriculture,Industrials,Agriculture,Sustainability,Supply Chain,FALSE,FALSE,FALSE,S,18,"New York, NY, USA",United States of America,0
SPATE,B2B Software and Services,B2B Software and Services -> Retail,B2B Software and Services,Retail,Artifical Intelligence,Machine Learning,FALSE,FALSE,TRUE,S,18,"New York, NY, USA",United States of America,0
Oxygen,Financial Technology,Financial Technology -> Consumer Finance,Financial Technology,Consumer Finance,Fintech,Neobank,FALSE,FALSE,FALSE,S,18,"San Francisco, CA, USA",United States of America,0
"Mark Cuban Cost Plus Drug Company, PBC",Healthcare,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness,,,FALSE,FALSE,FALSE,S,18,,Unspecified,0
AnnieCannons,Education,Education,Education,,Assistive Tech,SaaS,FALSE,FALSE,TRUE,S,18,"Oakland, CA, USA",United States of America,0
Leena AI,B2B Software and Services,B2B Software and Services -> Human Resources,B2B Software and Services,Human Resources,HR Tech,Chatbot,FALSE,FALSE,FALSE,S,18,"New Delhi, DL, India",India,0
Synkrino Biotherapeutics,Healthcare,Healthcare -> Drug Discovery and Delivery,Healthcare,Drug Discovery and Delivery,Biotech,AI-powered Drug Discovery,FALSE,FALSE,FALSE,S,18,"Oakland, CA, USA",United States of America,0
Cowrywise,Financial Technology,Financial Technology -> Asset Management,Financial Technology,Asset Management,Fintech,,TRUE,FALSE,FALSE,S,18,"Lagos, LA, Nigeria",Nigeria,0
Helicarrier (prev Buycoins),Financial Technology,Financial Technology -> Banking and Exchange,Financial Technology,Banking and Exchange,Crypto / Web3,,TRUE,FALSE,TRUE,S,18,"Lagos, LA, Nigeria",Nigeria,0
BrainHi,Healthcare,Healthcare -> Healthcare IT,Healthcare,Healthcare IT,SaaS,Artifical Intelligence,FALSE,TRUE,FALSE,S,18,"San Juan, San Juan, Puerto Rico",Puerto Rico,0
Four Growers,Industrials,Industrials -> Agriculture,Industrials,Agriculture,Agriculture,Robotics,FALSE,FALSE,FALSE,S,18,"Pittsburgh, PA, USA",United States of America,0
SkydropX,B2B Software and Services,B2B Software and Services -> Supply Chain and Logistics,B2B Software and Services,Supply Chain and Logistics,Marketplace,SaaS,FALSE,TRUE,FALSE,S,18,"Monterrey, N.L., Mexico",Mexico,0
Eva Center,Healthcare,Healthcare -> Healthcare IT,Healthcare,Healthcare IT,Healthcare,Digital Health,FALSE,TRUE,FALSE,S,18,"Mexico City, CDMX, Mexico",Mexico,0
Nova,Financial Technology,Financial Technology,Financial Technology,,Fintech,B2B,FALSE,FALSE,FALSE,S,18,"New York, NY, USA",United States of America,0
Nestor,B2B Software and Services,B2B Software and Services -> Human Resources,B2B Software and Services,Human Resources,HR Tech,SaaS,FALSE,FALSE,TRUE,S,18,Remote,United States of America,0
ZiffyHomes,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,Real Estate and Construction,Housing and Real Estate,Real Estate,India,FALSE,FALSE,FALSE,S,18,"Gurugram, HR, India",India,0
Bot MD,Healthcare,Healthcare -> Healthcare Services,Healthcare,Healthcare Services,,,FALSE,FALSE,TRUE,S,18,"Singapore, Singapore",Singapore,0
Names & Faces,B2B Software and Services,B2B Software and Services -> Human Resources,B2B Software and Services,Human Resources,SaaS,,FALSE,FALSE,FALSE,S,18,"Palo Alto, CA, USA",United States of America,0
Tenderd,B2B Software and Services,B2B Software and Services,B2B Software and Services,,Construction,Logistics,FALSE,FALSE,FALSE,S,18,"Dubai, United Arab Emirates",United Arab Emirates,0
Calii,Consumer,Consumer -> Food and Beverage,Consumer,Food and Beverage,Grocery,Marketplace,FALSE,TRUE,FALSE,S,18,"Monterrey, N.L., Mexico",Mexico,0
Prodigal,Financial Technology,Financial Technology -> Credit and Lending,Financial Technology,Credit and Lending,Fintech,SaaS,FALSE,FALSE,FALSE,S,18,"Mountain View, CA, USA",United States of America,0
The Supplant Company,Consumer,Consumer -> Food and Beverage,Consumer,Food and Beverage,Sustainable Agriculture,Food Tech,FALSE,FALSE,FALSE,S,18,"Cambridge, England, United Kingdom",United Kingdom,0
Canary Technologies,B2B Software and Services,B2B Software and Services -> Operations,B2B Software and Services,Operations,SaaS,,FALSE,FALSE,FALSE,S,18,"San Francisco, CA, USA",United States of America,0
MentalHappy,Healthcare,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness,Mental Health Tech,Consumer Health Services,TRUE,TRUE,TRUE,S,18,Remote,United States of America,0
Molecular Reality,Healthcare,Healthcare -> Diagnostics,Healthcare,Diagnostics,Biotechnology,Synthetic Biology,FALSE,FALSE,FALSE,S,18,"San Francisco, CA, USA",United States of America,0
Alpha Vantage,Financial Technology,Financial Technology -> Banking and Exchange,Financial Technology,Banking and Exchange,Analytics,Artifical Intelligence,FALSE,FALSE,FALSE,S,18,"Boston, MA, USA",United States of America,0
BlueCargo,B2B Software and Services,B2B Software and Services -> Supply Chain and Logistics,B2B Software and Services,Supply Chain and Logistics,Logistics,Supply Chain,FALSE,FALSE,TRUE,S,18,"Los Angeles, CA, USA",United States of America,0
Mytos,Healthcare,Healthcare -> Industrial Bio,Healthcare,Industrial Bio,Biotech,,FALSE,FALSE,FALSE,S,18,"London, England, United Kingdom",United Kingdom,0
HappiLabs,Healthcare,Healthcare -> Healthcare Services,Healthcare,Healthcare Services,Assistive Tech,Smart Home Assistants,FALSE,FALSE,FALSE,S,18,"Chicago, IL, USA",United States of America,0
CB Therapeutics,Healthcare,Healthcare -> Industrial Bio,Healthcare,Industrial Bio,Biotech,Cellular Agriculture,FALSE,FALSE,FALSE,S,18,"San Diego, CA, USA",United States of America,0
Rain Neuromorphics,Industrials,Industrials -> Manufacturing and Robotics,Industrials,Manufacturing and Robotics,Hardware,Neurotechnology,FALSE,FALSE,FALSE,S,18,"Redwood City, CA, USA",United States of America,0
"DreamCraft Entertainment, Inc.",Consumer,Consumer -> Gaming,Consumer,Gaming,Entertainment,Developer Tools,FALSE,FALSE,TRUE,S,18,"Redwood City, CA, USA",United States of America,0
Ubits,B2B Software and Services,B2B Software and Services -> Human Resources,B2B Software and Services,Human Resources,eLearning,Education,FALSE,TRUE,TRUE,S,18,Remote,Colombia,0
Purple Plate,Consumer,Consumer -> Food and Beverage,Consumer,Food and Beverage,Ghost Kitchens,Delivery,FALSE,FALSE,FALSE,S,18,"San Francisco, CA, USA",United States of America,0
Quickchat AI,B2B Software and Services,B2B Software and Services -> Productivity,B2B Software and Services,Productivity,Conversational AI,Chatbot,FALSE,FALSE,FALSE,S,18,"Warsaw, Masovian Voivodeship, Poland",Poland,0
Regology,B2B Software and Services,B2B Software and Services -> Legal,B2B Software and Services,Legal,Artifical Intelligence,SaaS,FALSE,FALSE,FALSE,S,18,"Palo Alto, CA, USA",United States of America,0
Impactive (formerly Outvote),Government,Government,Government,,Election Tech,Civic Tech,FALSE,FALSE,FALSE,S,18,Remote,United States of America,0
Berbix,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",SaaS,Identity,FALSE,FALSE,FALSE,S,18,"San Francisco, CA, USA",United States of America,0
Corvus Robotics,Industrials,Industrials -> Drones,Industrials,Drones,Drones,Robotics,FALSE,FALSE,FALSE,S,18,"Mountain View, CA, USA",United States of America,0
Easol,B2B Software and Services,B2B Software and Services,B2B Software and Services,,Creator Economy,Travel,FALSE,FALSE,TRUE,S,18,"Lisbon, Lisbon, Portugal",Portugal,0
Ixora,Consumer,Consumer -> Virtual and Augmented Reality,Consumer,Virtual and Augmented Reality,Media,Entertainment,FALSE,FALSE,FALSE,S,18,"Palo Alto, CA, USA",United States of America,0
Tall Poppy,B2B Software and Services,B2B Software and Services -> Human Resources,B2B Software and Services,Human Resources,HR Tech,Security,FALSE,FALSE,TRUE,S,18,"San Francisco, CA, USA",United States of America,0
Pocket Worlds,Consumer,Consumer -> Social,Consumer,Social,Gaming,Social,FALSE,FALSE,FALSE,S,18,Remote,United States of America,0
Anima App,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Design Tools,Developer Tools,FALSE,FALSE,TRUE,S,18,"New York, NY, USA",United States of America,0
Savvy,B2B Software and Services,B2B Software and Services -> Productivity,B2B Software and Services,Productivity,SaaS,B2B,FALSE,FALSE,FALSE,S,18,"San Francisco, CA, USA",United States of America,0
Vimcal,B2B Software and Services,B2B Software and Services -> Productivity,B2B Software and Services,Productivity,Productivity,SaaS,FALSE,FALSE,FALSE,S,18,Remote,United States of America,0
Paladin,Industrials,Industrials -> Drones,Industrials,Drones,GovTech,Drones,FALSE,FALSE,FALSE,S,18,"Houston, TX, USA",United States of America,0
Clear Gene,Healthcare,Healthcare -> Diagnostics,Healthcare,Diagnostics,COVID-19,Diagnostics,FALSE,FALSE,FALSE,S,18,"San Carlos, CA, USA",United States of America,0
